Names,inchikey,inchi code
N-acetylthreonine,PEDXUVCGOLSNLQ-WUJLRWPWSA-N,"InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)/t3-,5+/m1/s1"
catechin,PFTAWBLQPZVEMU-DZGCQCFKSA-N,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1"
N-acetylasparagine,HXFOXFJUNFFYMO-BYPYZUCNSA-N,"InChI=1S/C6H10N2O4/c1-3(9)8-4(6(11)12)2-5(7)10/h4H,2H2,1H3,(H2,7,10)(H,8,9)(H,11,12)/t4-/m0/s1"
trans-urocanate,LOIYMIARKYCTBW-OWOJBTEDSA-N,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+"
3-methyl-2-oxovalerate,JVQYSWDUAOAHFM-UHFFFAOYSA-N,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)"
luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H"
metoprolol acid metabolite*,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,"InChI=1S/C14H21NO4/c1-10(2)15-8-12(16)9-19-13-5-3-11(4-6-13)7-14(17)18/h3-6,10,12,15-16H,7-9H2,1-2H3,(H,17,18)"
1-methylhistamine,FHQDWPCFSJMNCT-UHFFFAOYSA-N,"InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3"
alpha-ketoglutaramate*,COJBGNAUUSNXHX-UHFFFAOYSA-N,"InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)"
ascorbic acid 3-sulfate*,FBFZPSQPKNIVMT-ZAFYKAAXSA-N,"InChI=1S/C6H8O9S/c7-1-2(8)4-5(15-16(11,12)13)3(9)6(10)14-4/h2,4,7-9H,1H2,(H,11,12,13)/t2-,4+/m0/s1"
tetradecanedioate (C14),HQHCYKULIHKCEB-UHFFFAOYSA-N,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)"
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),PZNPLUBHRSSFHT-RRHRGVEJSA-N,"InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3/t40-/m1/s1"
ergothioneine,SSISHJJTAXXQAX-UHFFFAOYSA-N,"InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)"
phenol sulfate,CTYRPMDGLDAWRQ-UHFFFAOYSA-N,"InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)"
cotinine,UIKROCXWUNQSPJ-VIFPVBQESA-N,"InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1"
N-acetyl-isoputreanine,YGIAGXACEXFIDU-UHFFFAOYSA-N,"InChI=1S/C9H18N2O3/c1-8(12)11-7-3-6-10-5-2-4-9(13)14/h10H,2-7H2,1H3,(H,11,12)(H,13,14)"
sulfate*,QAOWNCQODCNURD-UHFFFAOYSA-N,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)"
3-formylindole,OLNJUISKUQQNIM-UHFFFAOYSA-N,"InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H"
"5,6-dihydrouridine",ZPTBLXKRQACLCR-XVFCMESISA-N,"InChI=1S/C9H14N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h4,6-8,12,14-15H,1-3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"
gamma-glutamylleucine,MYFMARDICOWMQP-YUMQZZPRSA-N,"InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1"
1-methylurate,QFDRTQONISXGJA-UHFFFAOYSA-N,"InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)"
glycerol,PEDCQBHIVMGVHV-UHFFFAOYSA-N,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2"
1-arachidonylglycerol (20:4),DCPCOKIYJYGMDN-DOFZRALJSA-N,"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-21-22(25)20-24/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-"
daidzein,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H"
taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)"
3-hydroxystachydrine*,DJMIFDZBCUUQJN-NTSWFWBYSA-N,"InChI=1S/C7H13NO3/c1-8(2)4-3-5(9)6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6+/m0/s1"
dimethylarginine (ADMA + SDMA),YDGMGEXADBMOMJ-LURJTMIESA-N,"InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1"
phenylpyruvate,BTNMPGBKDVTSJY-UHFFFAOYSA-N,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)"
pheophorbide A,OINDWIFDMFYGDX-LDCXZXNSSA-N,"InChI=1S/C35H36N4O5/c1-8-19-15(3)22-12-24-17(5)21(10-11-28(40)41)32(38-24)30-31(35(43)44-7)34(42)29-18(6)25(39-33(29)30)14-27-20(9-2)16(4)23(37-27)13-26(19)36-22/h8,12-14,17,21,31,36-37H,1,9-11H2,2-7H3,(H,40,41)/t17-,21-,31+/m0/s1"
4-hydroxyphenylpyruvate,KKADPXVIOXHVKN-UHFFFAOYSA-N,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)"
emtricitabine,XQSPYNMVSIKCOC-NTSWFWBYSA-N,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1"
glycerol 3-phosphate,AWUCVROLDVIAJX-UHFFFAOYSA-N,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)"
kynurenate,HCZHHEIFKROPDY-UHFFFAOYSA-N,"InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)"
isoursodeoxycholate,RUDATBOHQWOJDD-DNMBCGTGSA-N,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17-,18+,19+,20+,22+,23+,24-/m1/s1"
isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1"
1-methylhypoxanthine,KIQMCGMHGVXDFW-UHFFFAOYSA-N,"InChI=1S/C6H6N4O/c1-10-3-9-5-4(6(10)11)7-2-8-5/h2-3H,1H3,(H,7,8)"
glucose,WQZGKKKJIJFFOK-GASJEMHNSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1"
fucosterol,OSELKOCHBMDKEJ-JUGJNGJRSA-N,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h7,10,19-20,23-27,30H,8-9,11-18H2,1-6H3/b21-7+/t20-,23+,24+,25-,26+,27+,28+,29-/m1/s1"
sebacate (C10-DC),CXMXRPHRNRROMY-UHFFFAOYSA-N,"InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)"
mead acid (20:3n9),UNSRRHDPHVZAHH-YOILPLPUSA-N,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10,12-13,15-16H,2-8,11,14,17-19H2,1H3,(H,21,22)/b10-9-,13-12-,16-15-"
biopterin,LHQIJBMDNUYRAM-DZSWIPIPSA-N,"InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h2-3,6,15-16H,1H3,(H3,10,11,13,14,17)/t3-,6-/m0/s1"
arachidonoyl ethanolamide,LGEQQWMQCRIYKG-DOFZRALJSA-N,"InChI=1S/C22H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,12-13,15-16,24H,2-5,8,11,14,17-21H2,1H3,(H,23,25)/b7-6-,10-9-,13-12-,16-15-"
gamma-glutamylthreonine,GWNXFCYUJXASDX-UHFFFAOYSA-N,"InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-6(13)3-2-5(10)8(14)15/h4-5,7,12H,2-3,10H2,1H3,(H,11,13)(H,14,15)(H,16,17)"
valine,KZSNJWFQEVHDMF-BYPYZUCNSA-N,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1"
isobutyrylcarnitine (C4),LRCNOZRCYBNMEP-SECBINFHSA-N,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1"
THC carboxylic acid,YOVRGSHRZRJTLZ-UHFFFAOYSA-N,"InChI=1S/C21H28O4/c1-4-5-6-7-13-10-17(22)19-15-12-14(20(23)24)8-9-16(15)21(2,3)25-18(19)11-13/h10-12,15-16,22H,4-9H2,1-3H3,(H,23,24)"
maltol,XPCTZQVDEJYUGT-UHFFFAOYSA-N,"InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3"
20-hydroxyecdysone,NKDFYOWSKOHCCO-YPVLXUMRSA-N,"InChI=1S/C27H44O7/c1-23(2,32)9-8-22(31)26(5,33)21-7-11-27(34)16-12-18(28)17-13-19(29)20(30)14-24(17,3)15(16)6-10-25(21,27)4/h12,15,17,19-22,29-34H,6-11,13-14H2,1-5H3/t15-,17-,19+,20-,21-,22+,24+,25+,26+,27+/m0/s1"
palmitoleoylcarnitine (C16:1)*,JFAGPSOZZSTLRF-KHPPLWFESA-N,"InChI=1S/C23H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h10-11,21H,5-9,12-20H2,1-4H3/b11-10-"
taurochenodeoxycholic acid 3-sulfate,IJHJZQKOSUFQCX-WZJRQFJBSA-N,"InChI=1S/C26H45NO9S2/c1-15(4-7-23(30)27-10-11-37(31,32)33)18-5-6-19-24-20(14-22(29)26(18,19)3)25(2)9-8-17(38(34,35)36)12-16(25)13-21(24)28/h15-22,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32,33)(H,34,35,36)/t15-,16+,17-,18-,19+,20+,21-,22-,24+,25+,26-/m1/s1"
pyridoxamine,NHZMQXZHNVQTQA-UHFFFAOYSA-N,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3"
phenethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2"
o-Tyrosine,WRFPVMFCRNYQNR-UHFFFAOYSA-N,"InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)"
"9,10-DiHOME",XEBKSQSGNGRGDW-YFHOEESVSA-N,"InChI=1S/C18H34O4/c1-2-3-4-5-7-10-13-16(19)17(20)14-11-8-6-9-12-15-18(21)22/h7,10,16-17,19-20H,2-6,8-9,11-15H2,1H3,(H,21,22)/b10-7-"
2-hydroxyibuprofen,UJHKVYPPCJBOSG-UHFFFAOYSA-N,"InChI=1S/C13H18O3/c1-9(12(14)15)11-6-4-10(5-7-11)8-13(2,3)16/h4-7,9,16H,8H2,1-3H3,(H,14,15)"
5-oxoproline,ODHCTXKNWHHXJC-VKHMYHEASA-N,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1"
taurocholate,WBWWGRHZICKQGZ-HZAMXZRMSA-N,"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1"
2'-deoxycytidine,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1"
alpha-tocotrienol,RZFHLOLGZPDCHJ-XZXLULOTSA-N,"InChI=1S/C29H44O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,14,16,30H,9-11,13,15,17-19H2,1-8H3/b21-14+,22-16+/t29-/m1/s1"
2-hydroxynervonate*,UFOOFOUFKSIFCD-KTKRTIGZSA-N,"InChI=1S/C24H46O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(25)24(26)27/h9-10,23,25H,2-8,11-22H2,1H3,(H,26,27)/b10-9-"
5-methylcytosine,LRSASMSXMSNRBT-UHFFFAOYSA-N,"InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)"
pregnanediol-3-glucuronide,ZFFFJLDTCLJDHL-JQYCEVDMSA-N,"InChI=1S/C27H44O8/c1-13(28)17-6-7-18-16-5-4-14-12-15(8-10-26(14,2)19(16)9-11-27(17,18)3)34-25-22(31)20(29)21(30)23(35-25)24(32)33/h13-23,25,28-31H,4-12H2,1-3H3,(H,32,33)/t13-,14+,15+,16-,17+,18-,19-,20-,21-,22+,23-,25+,26-,27+/m0/s1"
tricosanoyl sphingomyelin (d18:1/23:0)*,SXZWBNWTCVLZJN-NMIJJABPSA-N,"InChI=1S/C46H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h37,39,44-45,49H,6-36,38,40-43H2,1-5H3,(H-,47,50,51,52)/b39-37+/t44-,45+/m0/s1"
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),FHQVHHIBKUMWTI-OTMQOFQLSA-N,"InChI=1S/C39H76NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37H,3-16,19-36,40H2,1-2H3,(H,43,44)/b18-17-/t37-/m1/s1"
maltose,GUBGYTABKSRVRQ-DKBJLJRDSA-N,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8+,9-,10-,11+,12-/m1/s1"
3-sulfo-L-alanine,XVOYSCVBGLVSOL-REOHCLBHSA-N,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1"
leucylglutamine*,JYOAXOMPIXKMKK-UHFFFAOYSA-N,"InChI=1S/C11H21N3O4/c1-6(2)5-7(12)10(16)14-8(11(17)18)3-4-9(13)15/h6-8H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)"
2-hydroxystearate,KIHBGTRZFAVZRV-UHFFFAOYSA-N,"InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(19)18(20)21/h17,19H,2-16H2,1H3,(H,20,21)"
1-ribosyl-imidazoleacetate*,AHPWEWASPTZMEK-UHFFFAOYSA-N,"InChI=1S/C10H14N2O6/c13-3-6-8(16)9(17)10(18-6)12-2-5(11-4-12)1-7(14)15/h2,4,6,8-10,13,16-17H,1,3H2,(H,14,15)"
o-hydroxyatorvastatin,CZBPKFICAYVHHM-JWQCQUIFSA-N,"InChI=1S/C33H35FN2O6/c1-20(2)31-30(33(42)35-26-10-6-7-11-27(26)39)29(21-8-4-3-5-9-21)32(22-12-14-23(34)15-13-22)36(31)17-16-24(37)18-25(38)19-28(40)41/h3-15,20,24-25,37-39H,16-19H2,1-2H3,(H,35,42)(H,40,41)/t24-,25-/m1/s1"
nicotinamide ribonucleotide (NMN),DAYLJWODMCOQEW-TURQNECASA-N,"InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/t7-,8-,9-,11-/m1/s1"
5-methylhexanoate (i7:0),MHPUGCYGQWGLJL-UHFFFAOYSA-N,"InChI=1S/C7H14O2/c1-6(2)4-3-5-7(8)9/h6H,3-5H2,1-2H3,(H,8,9)"
N-acetylneuraminate,SQVRNKJHWKZAKO-LUWBGTNYSA-N,"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11?/m0/s1"
2-stearoyl-GPE (18:0)*,KIHAGWUUUHJRMS-JOCHJYFZSA-N,"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1"
acesulfame,YGCFIWIQZPHFLU-UHFFFAOYSA-N,"InChI=1S/C4H5NO4S/c1-3-2-4(6)5-10(7,8)9-3/h2H,1H3,(H,5,6)"
stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-10,19-21,23-27,30H,7,11-18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1"
ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)"
N-acetyl-aspartyl-glutamate (NAAG),OPVPGKGADVGKTG-UHFFFAOYSA-N,"InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)"
nicotinate ribonucleoside,PUEDDPCUCPRQNY-ZYUZMQFOSA-O,"InChI=1S/C11H13NO6/c13-5-7-8(14)9(15)10(18-7)12-3-1-2-6(4-12)11(16)17/h1-4,7-10,13-15H,5H2/p+1/t7-,8-,9-,10-/m1/s1"
N6-succinyladenosine,VKGZCEJTCKHMRL-MDBUBQOGSA-N,"InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)/t5-,6+,9+,10+,13-/m0/s1"
choline,OEYIOHPDSNJKLS-UHFFFAOYSA-N,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1"
N-stearoyl-sphingosine (d18:1/18:0)*,VODZWWMEJITOND-NXCSZAMKSA-N,"InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)/b31-29+/t34-,35+/m0/s1"
salicylate,YGSDEFSMJLZEOE-UHFFFAOYSA-N,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)"
5-methylnorleucine,FMUMEWVNYMUECA-LURJTMIESA-N,"InChI=1S/C7H15NO2/c1-5(2)3-4-6(8)7(9)10/h5-6H,3-4,8H2,1-2H3,(H,9,10)/t6-/m0/s1"
2'-deoxyinosine,VGONTNSXDCQUGY-RRKCRQDMSA-N,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1"
N-methylpipecolate,BPSLZWSRHTULGU-ZCFIWIBFSA-N,"InChI=1S/C7H13NO2/c1-8-5-3-2-4-6(8)7(9)10/h6H,2-5H2,1H3,(H,9,10)/t6-/m1/s1"
venlafaxine,PNVNVHUZROJLTJ-UHFFFAOYSA-N,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3"
tenofovir,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,"InChI=1S/C9H14N5O4P/c1-6(18-5-19(15,16)17)2-14-4-13-7-8(10)11-3-12-9(7)14/h3-4,6H,2,5H2,1H3,(H2,10,11,12)(H2,15,16,17)/t6-/m1/s1"
3-ureidoisobutyrate,PHENTZNALBMCQD-UHFFFAOYSA-N,"InChI=1S/C5H10N2O3/c1-3(4(8)9)2-7-5(6)10/h3H,2H2,1H3,(H,8,9)(H3,6,7,10)"
N-alpha-acetylornithine,JRLGPAXAGHMNOL-LURJTMIESA-N,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1"
behenoyl sphingomyelin (d18:1/22:0)*,FJJANLYCZUNFSE-TWKUQIQBSA-N,"InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m0/s1"
S-allylcysteine,ZFAHNWWNDFHPOH-UHFFFAOYSA-N,"InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)"
SQDG (18:3/16:0),ZAHARQGLYKGAHR-BDZZRMAQSA-N,"InChI=1S/C43H76O12S/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-38(44)52-33-36(34-53-43-42(48)41(47)40(46)37(55-43)35-56(49,50)51)54-39(45)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,36-37,40-43,46-48H,3-4,6,8-10,12,14-16,19-35H2,1-2H3,(H,49,50,51)/b7-5-,13-11-,18-17-/t36-,37+,40+,41-,42+,43-/m0/s1"
butyrate/isobutyrate (4:0),FERIUCNNQQJTOY-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
delta-tocopherol,GZIFEOYASATJEH-VHFRWLAGSA-N,"InChI=1S/C27H46O2/c1-20(2)10-7-11-21(3)12-8-13-22(4)14-9-16-27(6)17-15-24-19-25(28)18-23(5)26(24)29-27/h18-22,28H,7-17H2,1-6H3/t21-,22-,27-/m1/s1"
5-methyluridine (ribothymidine),DWRXFEITVBNRMK-JXOAFFINSA-N,"InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)/t5-,6-,7-,9-/m1/s1"
methylsuccinate,WXUAQHNMJWJLTG-UHFFFAOYSA-N,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)"
ritalinic acid,INGSNVSERUZOAK-UHFFFAOYSA-N,"InChI=1S/C13H17NO2/c15-13(16)12(10-6-2-1-3-7-10)11-8-4-5-9-14-11/h1-3,6-7,11-12,14H,4-5,8-9H2,(H,15,16)"
N-desmethyl tramadol,VUMQHLSPUAFKKK-DZGCQCFKSA-N,"InChI=1S/C15H23NO2/c1-16-11-13-6-3-4-9-15(13,17)12-7-5-8-14(10-12)18-2/h5,7-8,10,13,16-17H,3-4,6,9,11H2,1-2H3/t13-,15+/m0/s1"
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),JLPULHDHAOZNQI-ZTIMHPMXSA-N,"InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,20-21,40H,6-13,15,17-19,22-39H2,1-5H3/b16-14-,21-20-/t40-/m1/s1"
dihydroferulate,BOLQJTPHPSDZHR-UHFFFAOYSA-N,"InChI=1S/C10H12O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2,4,6,11H,3,5H2,1H3,(H,12,13)"
11beta-hydroxyetiocholanolone glucuronide*,OMYMRCXOJJZYKE-UHFFFAOYSA-N,"InChI=1S/C13H16N2O3/c1-8(16)14-4-3-9-7-15-11-6-12(17)13(18-2)5-10(9)11/h5-7,15,17H,3-4H2,1-2H3,(H,14,16)"
