BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
sulfate of piperine metabolite C16H19NO3 (2)*,4879,Xenobiotics,Food Component/Plant,62295,LC/MS Neg,100020496,4112,352.086,,,,
sulfate of piperine metabolite C16H19NO3 (3)*,4880,Xenobiotics,Food Component/Plant,62296,LC/MS Neg,100020497,4200,352.086,,,,
sulfate of piperine metabolite C16H19NO4 (2)*,4882,Xenobiotics,Food Component/Plant,62301,LC/MS Neg,100020506,3120,368.081,,,,
sulfate of piperine metabolite C16H19NO4 (4)*,4884,Xenobiotics,Food Component/Plant,62303,LC/MS Neg,100020508,3282,368.081,,,,
sulfate of piperine metabolite C18H21NO3 (1)*,4885,Xenobiotics,Food Component/Plant,62297,LC/MS Neg,100020502,4481,378.1017,,,,
sulfate of piperine metabolite C18H21NO3 (2)*,4886,Xenobiotics,Food Component/Plant,62298,LC/MS Neg,100020503,4517,378.1017,,,,
sulfate of piperine metabolite C18H21NO3 (3)*,4887,Xenobiotics,Food Component/Plant,62299,LC/MS Neg,100020504,4630,378.1017,,,,
sulfate*,5816,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,1118,14808-79-8,C00059,HMDB01448
sulfociprofloxacin*,5281,Xenobiotics,Drug - Antibiotic,62474,LC/MS Neg,100020787,2340,410.0828,128781,,,
synephrine,4971,Xenobiotics,Food Component/Plant,47895,LC/MS Pos Early,100000871,2330,168.1019,7172,94-07-5,C04548,HMDB04826
syringaldehyde,4931,Xenobiotics,Food Component/Plant,37449,LC/MS Neg,100002050,2521.7,181.0506,8655,134-96-3,,
syringic acid,4933,Xenobiotics,Food Component/Plant,37091,LC/MS Neg,100001919,1450,197.0455,10742,530-57-4,C10833,HMDB02085
tamsulosin,5421,Xenobiotics,Drug - Antineoplastic,64100,LC/MS Pos Early,100020906,3344,409.1792,129211,106133-20-4,"C07124,D08560",HMDB14844
tartarate,4934,Xenobiotics,Food Component/Plant,15336,LC/MS Neg,100000295,615.3,149.0092,444305,87-69-4;6106-24-7,C00898,HMDB00956
tartronate (hydroxymalonate),5058,Xenobiotics,Food Component/Plant,20693,LC/MS Neg,100000840,610,118.9986,45,80-69-3,C02287,HMDB35227
taurine,439,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.022,1123,107-35-7,C00245,HMDB00251
tauro-beta-muricholate,3375,Lipid,Primary Bile Acid Metabolism,33983,LC/MS Neg,100001250,4774,514.2844,168408,25696-60-0,,HMDB00932
taurochenodeoxycholate,3371,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.2895,387316,6009-98-9,C05465,HMDB00951
taurochenodeoxycholic acid 3-sulfate,3448,Lipid,Secondary Bile Acid Metabolism,62890,LC/MS Neg,100021093,4809,288.6195,44263374,,,HMDB02486
taurocholate,3364,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.2844,6675,145-42-6,C05122,HMDB00036
taurocholenate sulfate*,3443,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750,279.6142,,,,
taurodeoxycholate,3396,Lipid,Secondary Bile Acid Metabolism,12261,LC/MS Neg,1668,5257.4,498.2895,2733768,207737-97-1,C05463,HMDB00896
taurodeoxycholic acid 3-sulfate,3397,Lipid,Secondary Bile Acid Metabolism,62889,LC/MS Neg,100006644,4850,288.6195,,,,
taurohyocholate*,3434,Lipid,Secondary Bile Acid Metabolism,42603,LC/MS Neg,100004084,5000,514.2844,11954195,,,
taurohyodeoxycholic acid,3436,Lipid,Secondary Bile Acid Metabolism,43588,LC/MS Neg,100003869,5073,498.2895,119046,38411-85-7,,
taurolithocholate,3408,Lipid,Secondary Bile Acid Metabolism,31889,LC/MS Neg,100001065,5345,482.2946,10595,516-90-5,C02592,HMDB00722
taurolithocholate 3-sulfate,3409,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027,280.6221,440071,64936-83-0,C03642,HMDB02580
tauroursodeoxycholate,3425,Lipid,Secondary Bile Acid Metabolism,39378,LC/MS Neg,100002912,5025,498.2895,9848818,14605-22-2,,HMDB00874
tauroursodeoxycholic acid sulfate (1),3426,Lipid,Secondary Bile Acid Metabolism,62784,LC/MS Neg,100020844,4325,288.6195,,,,
tauroursodeoxycholic acid sulfate (2),3455,Lipid,Secondary Bile Acid Metabolism,62785,LC/MS Neg,100020845,4603,288.6195,,,,
tenofovir,5366,Xenobiotics,Drug - Antiviral,63283,LC/MS Neg,100020920,1450,286.0711,464205,147127-20-6,D06074,HMDB14445
tetradecadienoate (14:2)*,1501,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62850,LC/MS Neg,100020343,5292,223.1704,5312409,39039-37-7,,HMDB00560
tetradecanedioate (C14),1642,Lipid,"Fatty Acid, Dicarboxylate",35669,LC/MS Neg,100001613,3985,257.1758,13185,821-38-5,,HMDB00872
tetradecanoylsphingosine (d14:1)*,3079,Lipid,Sphingosines,57493,LC/MS Pos Late,100015812,1134,244.2271,,,,
tetrahydrocorticosterone glucuronide,3210,Lipid,Corticosteroids,64410,LC/MS Neg,100022012,4787,525.2705,,,,
tetrahydrocortisol disulfate,3223,Lipid,Corticosteroids,62795,LC/MS Neg,100020850,3695,262.0698,,,,
tetrahydrocortisol glucuronide ,3220,Lipid,Corticosteroids,64411,LC/MS Neg,100022013,4666,541.2654,121232932,,,
tetrahydrocortisol sulfate (1),3221,Lipid,Corticosteroids,62793,LC/MS Neg,100020848,4276,445.1902,,,,
tetrahydrocortisol sulfate (2),3222,Lipid,Corticosteroids,62794,LC/MS Neg,100020849,4668,445.1902,,,,
tetrahydrocortisone,3228,Lipid,Corticosteroids,38608,LC/MS Neg,100002403,5121,363.2177,5866,53-05-4,C05470,HMDB00903
THC carboxylic acid,5658,Xenobiotics,Drug - Psychoactive,61836,LC/MS Neg,100016048,5263,343.1915,107885,,,
THC carboxylic acid glucuronide,5659,Xenobiotics,Drug - Psychoactive,61848,LC/MS Neg,100016049,5224,519.2236,,,,
theanine,4935,Xenobiotics,Food Component/Plant,22206,LC/MS Pos Early,100000784,2180,175.1077,439378,3081-61-6,C01047,HMDB34365
theobromine,4481,Xenobiotics,Xanthine Metabolism,18392,LC/MS Pos Early,100000445,1600,181.072,5429,83-67-0,C07480,HMDB02825
theophylline,4482,Xenobiotics,Xanthine Metabolism,18394,LC/MS Pos Early,100000437,1870,181.072,2153,58-55-9,C07130,HMDB01889
thiamin (Vitamin B1),4316,Cofactors and Vitamins,Thiamine Metabolism,5341,LC/MS Pos Early,873,3050,265.1118,1130,59-43-8,C00378,HMDB00235
thioproline,5961,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.027,93176,34592-47-4,,
threonate,4250,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.0299,151152,70753-61-6,C01620,HMDB00943
threonine,17,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.0655,6288,72-19-5,C00188,HMDB00167
threonylphenylalanine,948,Peptide,Dipeptide,31530,LC/MS Pos Early,100001125,3077,267.1339,4099799,16875-27-7,,HMDB29068
thymidine,4177,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Neg,872,1963.7,241.083,5789,50-89-5,C00214,HMDB00273
TMP,4173,Nucleotide,"Pyrimidine Metabolism, Thymine containing",12023,LC/MS Neg,1248,883,321.0493,9700,33430-62-5,C00364,HMDB01227
thymine,4180,Nucleotide,"Pyrimidine Metabolism, Thymine containing",604,LC/MS Neg,882,1654,125.0357,1135,65-71-4,C00178,HMDB00262
thymol sulfate,4938,Xenobiotics,Food Component/Plant,36095,LC/MS Neg,100001757,4410,229.054,,89-83-8,C09908,HMDB01878
tigloylglycine,373,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1598,LC/MS Pos Early,1161,1926,158.0812,6441567,35842-45-6,,HMDB00959
tiglyl carnitine (C5),372,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35428,LC/MS Pos Early,100001597,2962,244.1543,22833596,64191-86-2,,HMDB02366
torasemide,5458,Xenobiotics,Drug - Cardiovascular,64201,LC/MS Neg,100021794,4545,347.1183,,56211-40-6,,
tramadol,5240,Xenobiotics,"Drug - Analgesics, Anesthetics",53241,LC/MS Pos Early,100006381,3288,264.1958,33741,27203-92-5,C07153,HMDB14339
trans-2-hexenoylglycine,1758,Lipid,Fatty Acid Metabolism (Acyl Glycine),61798,LC/MS Neg,100019884,2707,170.0823,,,,
hydroxyproline,481,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.0655,5810,51-35-4,C01157,HMDB00725
trans-urocanate,76,Amino Acid,Histidine Metabolism,607,LC/MS Pos Early,537,2285,139.0502,736715,104-98-3,C00785,HMDB00301
trazadone,5647,Xenobiotics,Drug - Psychoactive,57691,LC/MS Pos Late,100015783,837,372.1586,5533,19794-93-5,"C07156,D08626",HMDB14794
tricarballylate,1410,Energy,TCA Cycle,15729,LC/MS Neg,2053,578,175.0248,14925,99-14-9,C19806,HMDB31193
tricosanoyl sphingomyelin (d18:1/23:0)*,3020,Lipid,Sphingomyelins,52436,LC/MS Pos Late,100008955,3350,801.6844,46891684,,,HMDB12105
trigonelline (N'-methylnicotinate),4222,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32401,LC/MS Pos Early,100001092,1388,138.055,5570,535-83-1,C01004,HMDB00875
trimethylamine N-oxide,2170,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100,76.0757,1145,1184-78-7,C01104,HMDB00925
trizma acetate,5930,Xenobiotics,Chemical,20710,LC/MS Pos Early,100000856,1884,122.0812,6503,6850-28-8,C07182,
tryptamine,283,Amino Acid,Tryptophan Metabolism,6104,LC/MS Pos Early,1095,3062,161.1073,1150,61-54-1,C00398,HMDB00303
tryptophan,244,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos Early,565,2986,205.0972,6305,73-22-3,C00078,HMDB00929
tryptophan betaine,254,Amino Acid,Tryptophan Metabolism,37097,LC/MS Pos Early,100001743,2673,247.1441,442106,20671-76-5,C09213,HMDB61115
tryptophylglycine,960,Peptide,Dipeptide,43028,LC/MS Pos Early,100003609,2930,262.1186,263471,7360-09-0,,HMDB29083
tyramine,165,Amino Acid,Tyrosine Metabolism,1603,LC/MS Pos Early,1133,2540,138.0913,5610,60-19-5,C00483,HMDB00306
tyramine O-sulfate,220,Amino Acid,Tyrosine Metabolism,48408,LC/MS Neg,100006092,1565,216.0336,153005,30223-92-8,,HMDB06409
tyrosine,159,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430,182.0812,6057,60-18-4,C00082,HMDB00158
tyrosol,171,Amino Acid,Tyrosine Metabolism,41515,LC/MS Neg,100003493,2716,137.0608,10393,501-94-0,C06044,HMDB04284
tyrosylglycine,977,Peptide,Dipeptide,41375,LC/MS Neg,100003598,1635,237.0881,259323,673-05-5,,HMDB29105
umbelliferone,4977,Xenobiotics,Food Component/Plant,48557,LC/MS Neg,100006194,2875,161.0244,5281426,93-35-6,C09315,HMDB29865
umbelliferone sulfate,4978,Xenobiotics,Food Component/Plant,48674,LC/MS Neg,100006282,2440,240.9812,129659,69526-88-1,,
undecanedioate (C11-DC),1634,Lipid,"Fatty Acid, Dicarboxylate",42395,LC/MS Neg,100001617,2440,215.1289,15816,1852-04-6,,HMDB00888
undecanoate (11:0),1450,Lipid,Medium Chain Fatty Acid,12067,LC/MS Neg,889,5219.2,185.1547,8180,334-48-5,C17715,HMDB00947
undecenoylcarnitine (C11:1),1823,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63613,LC/MS Pos Late,100021131,1069,328.2482,,,,
uracil,4126,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Neg,825,1086,111.02,1174,66-22-8,C00106,HMDB00300
urate,4037,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.0211,1175,69-93-2;120K5305,C00366,HMDB00289
urea,453,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1670,LC/MS Pos Early,533,700,121.072,1176,57-13-6,C00086,HMDB00294
uridine,4125,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.0623,6029,58-96-8,C00299,HMDB00296
"uridine-2',3'-cyclic monophosphate",4124,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37137,LC/MS Neg,75,1090,305.018,439715,40632-52-8,C02355,HMDB11640
Urolithin A,5147,Xenobiotics,Bacterial/Fungal,57787,LC/MS Neg,100015801,4107,227.035,5488186,1143-70-0,,HMDB13695
ursocholate,3453,Lipid,Secondary Bile Acid Metabolism,57573,LC/MS Neg,100002913,4648,407.2803,,2955-27-3,,
ursodeoxycholate,3411,Lipid,Secondary Bile Acid Metabolism,1605,LC/MS Neg,1135,5055,391.2854,31401,128-13-2,C07880,HMDB00946
ursodeoxycholate sulfate (1),3450,Lipid,Secondary Bile Acid Metabolism,52970,LC/MS Neg,100009261,4328,235.1175,,,,
valerate (5:0),1439,Lipid,Short Chain Fatty Acid,33443,LC/MS Neg,1136,1718,101.0608,7991,109-52-4,C00803,HMDB00892
valerylglycine (C5),1750,Lipid,Fatty Acid Metabolism (Acyl Glycine),36768,LC/MS Neg,100001451,2071,158.0823,4737557,24003-66-5,,HMDB00927
valerylphenylalanine,157,Amino Acid,Phenylalanine Metabolism,44577,LC/MS Neg,100004533,4176,248.1292,13890536,,,
valine,385,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Pos Early,566,2479,118.0863,6287,72-18-4,C00183,HMDB00883
valsartan,5476,Xenobiotics,Drug - Cardiovascular,48566,LC/MS Neg,100006232,4228,434.2198,5650,137862-53-4,,
valylglutamine,994,Peptide,Dipeptide,42079,LC/MS Pos Early,100003640,2295,246.1448,5253209,42854-54-6,,HMDB29125
valylglycine,995,Peptide,Dipeptide,40475,LC/MS Pos Early,100003641,2444,175.1077,136487,686-43-1,,HMDB29127
valylleucine,998,Peptide,Dipeptide,39994,LC/MS Pos Early,100003210,3138,231.1703,352039,22906-55-4,,HMDB29131
vancomycin,5271,Xenobiotics,Drug - Antibiotic,39798,LC/MS Neg,100002992,3004,722.7078,14969,123409-00-7,,
vanillactate,195,Amino Acid,Tyrosine Metabolism,54910,LC/MS Neg,100006129,1625,211.0612,160637,2475-56-1,,HMDB00913
vanillate,4625,Xenobiotics,Food Component/Plant,35639,LC/MS Neg,100001634,1100,167.035,8468,121-34-6,C06672,HMDB00484
vanillic acid glycine,5069,Xenobiotics,Food Component/Plant,63853,LC/MS Neg,100021363,1682,224.0564,3083688,,,HMDB60026
vanillic alcohol sulfate,222,Amino Acid,Tyrosine Metabolism,48733,LC/MS Neg,100006125,1808,233.0125,,754920-02-0,,
vanillin,4630,Xenobiotics,Food Component/Plant,37442,LC/MS Neg,100002051,2311.9,151.0401,1183,121-33-5,C00755,HMDB12308
vanillylmandelate (VMA),196,Amino Acid,Tyrosine Metabolism,1567,LC/MS Neg,1111,941,197.0456,1245,55-10-7,C05584,HMDB00291
venlafaxine,5624,Xenobiotics,Drug - Psychoactive,38623,LC/MS Pos Late,100002807,848,278.2115,5656,93413-69-5,C07187,HMDB05016
vitexin,4605,Xenobiotics,Food Component/Plant,37129,LC/MS Neg,100001921,2705,431.0984,5280441,3681-93-4,C01460,
warfarin,5442,Xenobiotics,Drug - Cardiovascular,43335,LC/MS Neg,100004175,3790,307.0976,,5543-57-7,C01541,HMDB01935
xanthine,4027,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,LC/MS Pos Early,1004,1032,153.0407,1188,69-89-6,C00385,HMDB00292
xanthosine,4029,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,LC/MS Neg,100000299,1075,283.0684,64959,146-80-5,C01762,HMDB00299
xanthurenate,267,Amino Acid,Tryptophan Metabolism,15679,LC/MS Neg,100000015,1476,204.0302,5699,59-007,C02470,HMDB00881
xylose,1225,Carbohydrate,Pentose Metabolism,15581,LC/MS Polar,826,1727,195.051,135191,609-06-3,C00181,HMDB00098
