BIOCHEMICAL,pathway_sortorder,super_pathway,sub_pathway,comp_id,platform,chemical_id,ri,mass,pubchem,cas,kegg,hmdb,inchikey
heme,4303,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124.0,616.1762,26945,14875-96-8,C00032,HMDB03178,
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),2256,Lipid,Phosphatidylcholine (PC),42450,LC/MS Pos Late,100001869,2400.0,810.6007,16219824,35418-59-8,,HMDB08048,
histidylalanine,796,Peptide,Dipeptide,42027,LC/MS Pos Early,100003542,3014.0,227.1139,351667,16874-75-2,,HMDB28878,
biotin,4281,Cofactors and Vitamins,Biotin Metabolism,568,LC/MS Pos Early,251,2253.0,245.0955,171548,58-85-5,C00120,HMDB00030,
N-methylhydroxyproline,480,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62068,LC/MS Pos Early,100020215,1145.0,146.0812,9860390,,,,
2-methoxyacetaminophen sulfate*,5188,Xenobiotics,"Drug - Analgesics, Anesthetics",47031,LC/MS Neg,100001793,1949.0,260.0234,86290014,,,,
cryptochlorogenic acid,4731,Xenobiotics,Food Component/Plant,41924,LC/MS Neg,100003802,2087.0,353.0878,5315599,905-99-7,,,
octanoylcarnitine (C8),1797,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950.0,288.2169,123701,3671-77-0,C02838,HMDB00791,
HEPES,5893,Xenobiotics,Chemical,21248,LC/MS Pos Early,100000843,1627.0,239.106,23831,7365-45-9,,,
C-glycosyltryptophan,251,Amino Acid,Tryptophan Metabolism,48782,LC/MS Neg,100006379,1777.0,365.1354,10981970,180509-18-6,,,
3-hydroxypalmitate,1927,Lipid,"Fatty Acid, Monohydroxy",27503,LC/MS Neg,100000983,5476.0,271.2279,301590,928-17-6,,HMDB10734,
3beta-hydroxy-5-cholestenoate,3120,Lipid,Sterol,54805,LC/MS Neg,100006370,5398.0,415.3218,165511,6561-58-6,C17333,,
sedoheptulose,1244,Carbohydrate,Pentose Metabolism,53237,LC/MS Polar,100002619,2255.0,209.0667,5459879,3019-74-7,,HMDB03219,
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",3181,Lipid,Progestin Steroids,37196,LC/MS Neg,100002009,5180.0,399.2211,,,,,
digalacturonic acid,4743,Xenobiotics,Food Component/Plant,21046,LC/MS Neg,100000934,603.5,369.0675,6857565,5894-59-7,C02273,HMDB39721,
deoxycholic acid glucuronide,3392,Lipid,Secondary Bile Acid Metabolism,63610,LC/MS Neg,100020550,4800.0,567.3175,,,,,
docosadienoate (22:2n6),1528,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034.0,335.2956,5282807,7370-49-2,C16533,HMDB61714,
"uridine-2',3'-cyclic monophosphate",4124,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37137,LC/MS Neg,75,1090.0,305.018,439715,40632-52-8,C02355,HMDB11640,
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),1656,Lipid,"Fatty Acid, Dicarboxylate",31787,LC/MS Neg,100001178,2800.0,239.0925,123979,86879-39-2,,HMDB61112,
2-hydroxyacetaminophen sulfate*,5187,Xenobiotics,"Drug - Analgesics, Anesthetics",33173,LC/MS Neg,100001791,1674.0,246.0078,86290013,,,,
diacetylspermidine*,517,Amino Acid,Polyamine Metabolism,62105,LC/MS Pos Early,100020242,2510.0,230.1863,87485212,,,,
vanillylmandelate (VMA),196,Amino Acid,Tyrosine Metabolism,1567,LC/MS Neg,1111,941.0,197.0456,1245,55-10-7,C05584,HMDB00291,
1-methylhistamine,87,Amino Acid,Histidine Metabolism,43831,LC/MS Pos Early,100001204,3040.0,126.1026,3614,501-75-7,C05127,HMDB00898,
taurodeoxycholic acid 3-sulfate,3397,Lipid,Secondary Bile Acid Metabolism,62889,LC/MS Neg,100006644,4850.0,288.6195,,,,,
methionine sulfone,407,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250.0,182.0482,69961,820-10-0,,,
isorhamnetin 3-rutinoside,4808,Xenobiotics,Food Component/Plant,64235,LC/MS Neg,100021872,3152.0,623.1618,,,,,
o-Tyrosine,210,Amino Acid,Tyrosine Metabolism,43392,LC/MS Pos Early,100004290,2772.0,182.0812,91482,2370-61-8,,HMDB06050,
4-hydroxybutyrate (GHB),1897,Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Polar,100001507,1765.0,103.0401,10413,502-85-2,C00989,HMDB00710,
glycerophosphoserine*,2168,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577.0,260.053,3081457,,,,
thymidine,4177,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Neg,872,1963.7,241.083,5789,50-89-5,C00214,HMDB00273,
oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*,2843,Lipid,Diacylglycerol,54970,LC/MS Pos Late,100010944,2819.0,634.5405,,,,,
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,2727,Lipid,Plasmalogen,52689,LC/MS Pos Late,100009014,2200.0,766.5745,,,,HMDB11220,
OAHSA (18:1/OH-18:0),1576,Lipid,Fatty Acid Hydroxyl Fatty Acid,57389,LC/MS Pos Late,100015654,3384.0,582.5456,,,,,
"hydroxy-N6,N6,N6-trimethyllysine*",114,Amino Acid,Lysine Metabolism,62959,LC/MS Pos Early,100021123,2759.0,205.1547,,,,,
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),2456,Lipid,Phosphatidylinositol (PI),52450,LC/MS Polar,1528,910.0,833.5185,,,,HMDB09784,
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",416,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62805,LC/MS Neg,100020893,1156.0,177.0227,,,,,
phenylpyruvate,147,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515.0,163.0401,997,156-06-9,C00166,HMDB00205,
6-hydroxyindole sulfate,5957,Xenobiotics,Chemical,48698,LC/MS Neg,100006260,2498.0,212.0023,122198196,,,,
xylose,1225,Carbohydrate,Pentose Metabolism,15581,LC/MS Polar,826,1727.0,195.051,135191,609-06-3,C00181,HMDB00098,
gamma-tocopherol/beta-tocopherol,4279,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384.0,416.3643,,,,,
"1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*",2893,Lipid,Galactosyl Glycerolipids,54897,LC/MS Pos Late,100010873,2256.0,958.6462,,,,,
N6-formyllysine,109,Amino Acid,Lysine Metabolism,17895,LC/MS Pos Early,100000486,1992.0,175.1077,70923,1190-48-3,,,
S-1-pyrroline-5-carboxylate,61,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528.0,114.055,1196,2906-39-0,C04322,HMDB01301,
tricarballylate,1410,Energy,TCA Cycle,15729,LC/MS Neg,2053,578.0,175.0248,14925,99-14-9,C19806,HMDB31193,
"3,4-dihydroxyphenylacetate sulfate",225,Amino Acid,Tyrosine Metabolism,48736,LC/MS Neg,100006254,800.0,246.9918,193283,38339-04-7,,,
arabinose,1227,Carbohydrate,Pentose Metabolism,575,LC/MS Polar,828,1804.5,195.051,66308,28697-53-2,C00216,HMDB00646,
benzoate,4371,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750.0,121.0295,243,65-85-0,C00180,HMDB01870,
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,2848,Lipid,Diacylglycerol,54964,LC/MS Pos Late,100010927,2478.0,632.5249,,,,,
4-methylhexanoylglutamine,1733,Lipid,Fatty Acid Metabolism (Acyl Glutamine),62735,LC/MS Neg,100020631,3390.0,257.1507,,,,,
1-linoleoyl-galactosylglycerol (18:2)*,2903,Lipid,Galactosyl Glycerolipids,62376,LC/MS Neg,100010881,5966.0,515.3226,5320254,,,,
ginkgolic acid C13:0,4587,Xenobiotics,Food Component/Plant,64190,LC/MS Polar,100021250,680.0,319.2279,161306,20261-38-5,,HMDB38520,
cytosine,4157,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060.0,112.0505,597,71-30-7,C00380,HMDB00630,
4-chlorobenzoic acid,5988,Xenobiotics,Chemical,63988,LC/MS Neg,100021784,3015.0,154.9905,,74-11-3,,,
acesulfame,4905,Xenobiotics,Food Component/Plant,48569,LC/MS Polar,100006203,756.0,161.9867,36573,55589-62-3,,HMDB33585,
3-hydroxydecanoate,1922,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13400000000001,26612,5561-87-5,,HMDB02203,
1-linolenoyl-digalactosylglycerol (18:3)*,2910,Lipid,Galactosyl Glycerolipids,62366,LC/MS Neg,100010888,5668.0,675.3597,10349562,,,,
guanosine,4088,Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Pos Early,1099,1728.0,284.099,6802,118-00-3,C00387,HMDB00133,
sulfate of piperine metabolite C18H21NO3 (3)*,4887,Xenobiotics,Food Component/Plant,62299,LC/MS Neg,100020504,4630.0,378.1017,,,,,
loperamide,5512,Xenobiotics,Drug - Gastrointestinal,38648,LC/MS Pos Late,100002799,1075.0,477.2303,3955,34552-83-5,C07080,HMDB04999,
pyridostigmine,5614,Xenobiotics,Drug - Neurological,57703,LC/MS Pos Early,100015780,2517.0,181.0972,,155-97-5,,,
3-methoxycatechol sulfate (1),4430,Xenobiotics,Benzoate Metabolism,48763,LC/MS Neg,100006375,2163.0,218.9969,,,,,
indolelactate,285,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286.0,204.0666,92904,832-97-3,C02043,HMDB00671,
tyramine O-sulfate,220,Amino Acid,Tyrosine Metabolism,48408,LC/MS Neg,100006092,1565.0,216.0336,153005,30223-92-8,,HMDB06409,
sulfate of piperine metabolite C18H21NO3 (2)*,4886,Xenobiotics,Food Component/Plant,62298,LC/MS Neg,100020503,4517.0,378.1017,,,,,
isovitexin,4601,Xenobiotics,Food Component/Plant,37159,LC/MS Neg,100001910,2805.0,431.0984,162350,29702-25-8;38953-85-4,C01714,,
21-hydroxypregnanolone monosulfate (2),3165,Lipid,Pregnenolone Steroids,62312,LC/MS Neg,100020548,5094.0,413.2003,,,,,
tyrosol,171,Amino Acid,Tyrosine Metabolism,41515,LC/MS Neg,100003493,2716.0,137.0608,10393,501-94-0,C06044,HMDB04284,
2'-O-methyluridine,4129,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57655,LC/MS Neg,100010896,1831.0,257.0779,102212,2140-76-3,,,
chenodeoxycholic acid sulfate (1),3366,Lipid,Primary Bile Acid Metabolism,63607,LC/MS Neg,100021650,4531.0,235.1175,,,,,
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,2977,Lipid,Hexosylceramides (HCER),57444,LC/MS Pos Late,100015752,3839.0,826.6767,,,,,
hydroquinone sulfate,5720,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395.0,188.9863,161220,123-31-9,C00530,HMDB02434,
butyrylputrescine/isobutyrylputrescine,508,Amino Acid,Polyamine Metabolism,64281,LC/MS Pos Early,100021922,2798.0,159.1492,,,,,
equol,4755,Xenobiotics,Food Component/Plant,36774,LC/MS Neg,100001725,4565.0,241.08700000000002,91469,531-95-3;94105-90-5,C14131,HMDB02209,
N-acetylphenylalanine,138,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597.0,206.0823,74839,2018-61-3,C03519,HMDB00512,
pentose acid*,6090,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180.0,165.0405,,,,,
betaine,7,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064.0,118.0863,247,107-43-7,C00719,HMDB00043,
calystegine A3,4704,Xenobiotics,Food Component/Plant,63338,LC/MS Pos Early,100021333,2000.0,160.0968,4486820,131580-36-4,,HMDB38593,
1-pentadecanoylglycerol (15:0),2764,Lipid,Monoacylglycerol,47898,LC/MS Neg,100001431,6200.0,241.2173,190750,104140-07-0,,,
"3,4-dihydroxybenzoate",4386,Xenobiotics,Benzoate Metabolism,18292,LC/MS Neg,100000440,729.0,153.0193,72,99-50-3,C00230,HMDB01856,
indole-3-acetamide,5848,Xenobiotics,Chemical,37448,LC/MS Pos Early,100002095,2306.0,175.0866,397,879-37-8,C02693,HMDB29739,
soyasaponin I,4920,Xenobiotics,Food Component/Plant,43590,LC/MS Neg,100004481,5163.0,941.5115,122097,51330-27-9,C08983,HMDB34649,
"N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine",5001,Xenobiotics,Food Component/Plant,49798,LC/MS Neg,100006072,2600.0,342.0983,10308838,124027-56-1,,,
stearoylcarnitine (C18),1810,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",34409,LC/MS Pos Late,100001391,1485.0,428.3734,6426855,18822-91-8,,HMDB00848,
serotonin,276,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550.0,177.1022,5202,153-98-0,C00780,HMDB00259,
isovalerylglycine,328,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950.0,158.0823,546304,16284-60-9,,HMDB00678,
(3'-5')-guanylyladenosine*,4193,Nucleotide,Dinucleotide,62761,LC/MS Neg,100020725,1950.0,611.1369,,,,,
2-acetamidophenol sulfate,5100,Xenobiotics,Food Component/Plant,48580,LC/MS Neg,100006190,2251.0,230.0129,181671,40712-60-5,,,
glycocholenate sulfate*,3442,Lipid,Secondary Bile Acid Metabolism,32599,LC/MS Neg,100001989,4750.0,254.6229,,,,,
1-carboxyethylvaline,389,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62562,LC/MS Neg,100020423,2008.0,188.0928,,,,,
enterolactone,4752,Xenobiotics,Food Component/Plant,39626,LC/MS Neg,100003070,4515.0,297.1132,10685477,78473-71-9,,,
phenyllactate (PLA),148,Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208.0,165.0557,3848,828-01-3,C05607,HMDB00779,
N-succinyl-phenylalanine,140,Amino Acid,Phenylalanine Metabolism,63855,LC/MS Neg,100021472,1600.0,264.0877,3131586,,,,
1-palmitoyl-GPC (16:0),2518,Lipid,Lysophospholipid,33955,LC/MS Pos Late,100001263,1525.0,496.3398,86554,17364-16-8,,HMDB10382,
agmatine,502,Amino Acid,Polyamine Metabolism,15496,LC/MS Pos Early,100000103,3057.0,131.1291,199,2482-00-0,C00179,HMDB01432,
feruloylquinate (3),4772,Xenobiotics,Food Component/Plant,63401,LC/MS Neg,100021487,2341.0,367.1035,,,,,
2-methoxyacetaminophen glucuronide*,5189,Xenobiotics,"Drug - Analgesics, Anesthetics",33161,LC/MS Neg,100001795,1633.0,356.0987,14367271,,,,
7-methylxanthine,4491,Xenobiotics,Xanthine Metabolism,34390,LC/MS Pos Early,100001396,1350.0,167.0564,68374,552-62-5,C16353,HMDB01991,
phenylacetylaspartate,1158,Peptide,Acetylated Peptides,63158,LC/MS Neg,100020879,1441.0,250.0721,562665,2752-32-1,,HMDB29355,
rosuvastatin lactone,5557,Xenobiotics,Drug - Metabolic,42000,LC/MS Pos Late,100004033,1044.0,464.165,,503610-43-3,,,
isocaproyltaurine,2098,Lipid,Endocannabinoid,63225,LC/MS Neg,100021232,2935.0,222.0806,,,,,
lysylleucine,854,Peptide,Dipeptide,40020,LC/MS Pos Early,100003196,3370.0,260.1969,4682588,7369-79-1,,HMDB28955,
caffeic acid sulfate,5055,Xenobiotics,Food Component/Plant,53254,LC/MS Neg,100009337,870.0,258.9918,,,,HMDB41708,
leucine,311,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864.0,132.1019,6106,61-90-5,,,
N-monomethylarginine,489,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43586,LC/MS Pos Early,100004488,2845.0,189.1346,132862,53308-83-1,C03884,HMDB29416,
heneicosapentaenoate (21:5n3),1512,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514.0,315.233,11998573,24257-10-1,,,
3-aminoisobutyrate,4183,Nucleotide,"Pyrimidine Metabolism, Thymine containing",1566,LC/MS Pos Early,1114,2190.0,104.0706,64956,10569-72-9;214139-20-5,C05145,HMDB03911,
glycerate,1201,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752,600-19-1,C00258,HMDB00139,
darunavir,5355,Xenobiotics,Drug - Antiviral,63290,LC/MS Neg,100020927,4883.0,546.2279,213039,206361-99-1,D03656,HMDB15393,
"5alpha-androstan-3alpha,17beta-diol disulfate",3290,Lipid,Androgenic Steroids,37184,LC/MS Neg,100002017,4275.0,225.0697,,,,,
ibuprofen acyl glucuronide,5206,Xenobiotics,"Drug - Analgesics, Anesthetics",38366,LC/MS Neg,100002406,4976.0,381.1555,163959,115075-59-7,,,
heptanoate (7:0),1441,Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670.0,129.0921,8094,111-14-8,C17714,HMDB00666,
2-hydroxyibuprofen,5202,Xenobiotics,"Drug - Analgesics, Anesthetics",43330,LC/MS Neg,100004169,3462.0,221.1183,10443535,51146-55-5,,HMDB60920,
furosemide,5455,Xenobiotics,Drug - Cardiovascular,43009,LC/MS Neg,100004241,3515.0,329.0004,3440,54-31-9,D00331,HMDB01933,
gamma-glutamylisoleucine*,605,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940.0,261.1445,14253342,,,HMDB11170,
hexanoylglutamine,1730,Lipid,Fatty Acid Metabolism (Acyl Glutamine),54907,LC/MS Neg,100001733,2780.0,243.135,,,,,
aconitate [cis or trans],1395,Energy,TCA Cycle,46173,LC/MS Neg,100001359,580.0,173.0092,,,,,
3-fucosyllactose,1275,Carbohydrate,Disaccharides and Oligosaccharides,48147,LC/MS Polar,100002931,4300.0,533.1723,161460,41312-47-4,G00313,HMDB02094,
3-hydroxymargarate,1928,Lipid,"Fatty Acid, Monohydroxy",63671,LC/MS Neg,100021375,5577.0,285.2435,93220,40165-89-7,,,
1-linoleoyl-GPC (18:2),2532,Lipid,Lysophospholipid,34419,LC/MS Pos Late,100001395,1465.0,520.3398,11988421,,C04100,HMDB10386,
norvaline,458,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37426,LC/MS Pos Early,100002082,2582.0,118.0863,824,760-78-1,C01826,HMDB13716,
pantothenate (Vitamin B5),4234,Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Pos Early,1024,1667.0,220.118,6613,137-08-6,C00864,HMDB00210,
allo-threonine,19,Amino Acid,"Glycine, Serine and Threonine Metabolism",15142,LC/MS Polar,100000272,2511.1,118.051,99289,28954-12-3,C05519,HMDB04041,
N1-methylinosine,4032,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430.0,283.1037,65095,20245-33-4,,HMDB02721,
(3'-5')-cytidylyluridine*,4192,Nucleotide,Dinucleotide,62399,LC/MS Neg,100020728,1522.0,548.1036,,,,,
dimethylarginine (ADMA + SDMA),466,Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850.0,203.1503,123831,102783-24-4,C03626,HMDB01539,
3-hydroxyisobutyrate,396,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619.0,103.0401,87,2068-83-9,C06001,HMDB00336,
indoleacrylate,291,Amino Acid,Tryptophan Metabolism,22114,LC/MS Neg,100000800,2511.0,186.0561,15030923,1204-06-4,,HMDB00734,
3-indoxyl sulfate,303,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,10258,2642-37-7,,HMDB00682,
mevalonolactone,3090,Lipid,Mevalonate Metabolism,48118,LC/MS Pos Early,100000772,1375.0,131.0703,10428,674-26-0,,HMDB06024,
"1-oleoyl-sn-glycero-2',3'-cyclic phosphate",2702,Lipid,Lysophospholipid,37481,LC/MS Neg,100001957,5874.0,403.2619,,799268-69-2,,,
5-methyluridine (ribothymidine),4130,Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.0779,445408,1463-10-1,,HMDB00884,
2'-deoxyguanosine 5'-monophosphate (dGMP),4104,Nucleotide,"Purine Metabolism, Guanine containing",35662,LC/MS Pos Early,100001546,950.0,348.0704,65059,902-04-5,C00362,HMDB01044,
phosphocholine,2160,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700.0,184.0733,1014,72556-74-2,C00588,HMDB01565,
malate,1405,Energy,TCA Cycle,1303,LC/MS Neg,409,615.6,133.0143,525,6915-15-7,C00149,HMDB00156,
gamma-glutamylleucine,606,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991.0,261.1445,151023,2566-39-4,,HMDB11171,
coumaroylquinate (2),4726,Xenobiotics,Food Component/Plant,54927,LC/MS Neg,100010907,2345.0,337.0929,,,,,
diosmin,5486,Xenobiotics,Drug - Cardiovascular,48366,LC/MS Neg,100006010,3905.0,607.1668,5702226,520-27-4,,,
"2S,3R-dihydroxybutyrate",1973,Lipid,"Fatty Acid, Dihydroxy",62950,LC/MS Polar,100002284,1660.0,119.035,10964471,5057-93-2,,HMDB02453,
undecanoate (11:0),1450,Lipid,Medium Chain Fatty Acid,12067,LC/MS Neg,889,5219.2,185.1547,8180,334-48-5,C17715,HMDB00947,
"2,4-dihydroxybutyrate",1976,Lipid,"Fatty Acid, Dihydroxy",62951,LC/MS Polar,100002285,1793.0,119.035,192742,1518-62-3,,HMDB00360,
montelukast,5700,Xenobiotics,Drug - Respiratory,64124,LC/MS Neg,100020892,5368.0,584.2032,5281040,158966-92-8,"D08229,D00529,C07482",HMDB14614,
3-hydroxysebacate,1924,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Polar,100001145,2411.0,217.1081,3017884,73141-46-5,,HMDB00350,
"bilirubin degradation product, C17H20N2O5 (1)",6115,Partially Characterized Molecules,Partially Characterized Molecules,64405,LC/MS Neg,100022008,3756.0,331.1299,,,,,
gamma-glutamylphenylalanine,610,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Neg,100000491,1825.0,293.1143,111299,7432-24-8,,HMDB00594,
N-acetylproline,473,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34387,LC/MS Pos Early,100001334,1695.0,158.0812,322640,1074-79-9,,,
4-vinylphenol sulfate,4414,Xenobiotics,Benzoate Metabolism,36098,LC/MS Neg,100001755,3320.0,199.0071,6426766,2628-17-3,C05627,HMDB62775,
behenoyl ethanolamide (22:0)*,2115,Lipid,Endocannabinoid,57534,LC/MS Pos Late,100015854,2164.0,384.3836,3023585,,,,
3-hydroxylaurate,1925,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175.0,215.1653,94216,53941-38-1,,HMDB00387,
fructosyllysine,118,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784.0,309.1656,123708,21291-40-7,,,
orotate,4113,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB00226,
cysteine s-sulfate,429,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Polar,100000808,2273.0,199.9693,115015,1637-71-4,C05824,HMDB00731,
tryptophylglycine,960,Peptide,Dipeptide,43028,LC/MS Pos Early,100003609,2930.0,262.1186,263471,7360-09-0,,HMDB29083,
enterodiol,4751,Xenobiotics,Food Component/Plant,39630,LC/MS Neg,100003072,4327.0,301.1445,123725,80226-00-2,,,
ascorbic acid 2-sulfate,4246,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63590,LC/MS Polar,100009329,3042.0,254.9816,86484,,,,
saccharin,4903,Xenobiotics,Food Component/Plant,21151,LC/MS Neg,100000870,2000.0,181.9917,5143,81-07-2,D01085,HMDB29723,
cardol triene,4596,Xenobiotics,Food Component/Plant,64148,LC/MS Neg,100021244,5710.0,313.2173,,79473-24-8,,,
threonine,17,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514.0,120.0655,6288,72-19-5,C00188,HMDB00167,
stearate (18:0),1465,Lipid,Long Chain Saturated Fatty Acid,1358,LC/MS Neg,439,5872.0,283.2643,5281,57-11-4,C01530,HMDB00827,
prolylhydroxyproline,483,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128.0,229.1183,11673055,18684-24-7,,HMDB06695,
2-palmitoleoylglycerol (16:1)*,2783,Lipid,Monoacylglycerol,52432,LC/MS Neg,100008953,6016.0,253.2173,,,,,
propionylglutamine,63,Amino Acid,Glutamate Metabolism,54909,LC/MS Pos Early,100010846,1140.0,203.1026,,,,,
1-linoleoyl-digalactosylglycerol (18:2)*,2909,Lipid,Galactosyl Glycerolipids,62377,LC/MS Neg,100010887,5820.0,677.3754,5317594,,,,
N-butyryl-isoleucine,361,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63416,LC/MS Neg,100021475,3425.0,200.1292,,,,,
5-methylthioadenosine (MTA),524,Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752.0,298.0968,439176,2457-80-9,C00170,HMDB01173,
nervonoylcarnitine (C24:1)*,1831,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57531,LC/MS Pos Late,100015846,1602.0,510.4517,,,,,
3-hydroxycinnamate,4702,Xenobiotics,Food Component/Plant,20698,LC/MS Neg,100000842,1960.0,163.0401,637541,588-30-7;14755-02-3,C12621,HMDB01713,
noroxycodone,5246,Xenobiotics,"Drug - Analgesics, Anesthetics",52363,LC/MS Pos Early,100006432,2930.0,302.1387,5489120,52446-25-0,,HMDB41960,
1-methylhypoxanthine,4042,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",57771,LC/MS Pos Early,100004644,1530.0,151.0614,70765,1125-39-9,,HMDB13141,
